Run,Seed,Generation,Diversity,Migrants,Epoch Size,Best Score
7,6600,6900,0.0077758,5,100,9.57883
7,6600,7200,0.0049083,5,100,9.68071
7,6600,7500,0.0064933,5,100,9.68071
7,6600,7800,0.0084451,5,100,9.68071
7,6600,8100,0.0068522,5,100,9.68071
7,6600,8400,0.0066228,5,100,9.68071
7,6600,8700,0.0061318,5,100,9.68071
7,6600,9000,0.0067406,5,100,9.68071
7,6600,9300,0.0038759,5,100,9.68071
7,6600,9600,0.0090864,5,100,9.71959
7,6600,9900,0.01126,5,100,9.71959
7,6600,10200,0.005385,5,100,9.71959
7,6600,10500,0.005468,5,100,9.71959
7,6600,10800,0.0041532,5,100,9.71959
7,6600,11100,0.012786,5,100,9.71959
7,6600,11400,0.007056,5,100,9.71959
7,6600,11700,0.0079404,5,100,9.71959
7,6600,12000,0.0096998,5,100,9.71959
7,6600,12300,0.0078197,5,100,9.71959
7,6600,12600,0.0062435,5,100,9.71959
7,6600,12900,0.0072363,5,100,9.71959
7,6600,13200,0.011303,5,100,9.71959
7,6600,13500,0.0105,5,100,9.71959
7,6600,13800,0.0028743,5,100,9.71959
7,6600,14100,0.0053388,5,100,9.71959
7,6600,14400,0.0073428,5,100,9.71959
7,6600,14700,0.006936,5,100,9.71959
7,6600,15000,0.0072793,5,100,9.71959
7,6600,15300,0.0041843,5,100,9.71959
8,6612,300,19.68483,5,100,0.015045
8,6612,600,29.74769,5,100,0.015045
8,6612,900,23.70003,5,100,0.017186
8,6612,1200,28.18467,5,100,0.017186
8,6612,1500,20.47839,5,100,0.017186
8,6612,1800,20.69201,5,100,0.017186
8,6612,2100,21.08165,5,100,0.017186
8,6612,2400,15.54367,5,100,0.017186
8,6612,2700,24.23182,5,100,0.08898
8,6612,3000,17.73359,5,100,0.08898
8,6612,3300,16.37488,5,100,0.08898
8,6612,3600,20.60435,5,100,0.08898
8,6612,3900,14.37677,5,100,0.08898
8,6612,4200,17.02774,5,100,0.08898
8,6612,4500,21.72369,5,100,0.08898
8,6612,4800,19.45478,5,100,0.08898
8,6612,5100,15.66971,5,100,0.08898
8,6612,5400,13.37325,5,100,0.08898
8,6612,5700,8.58553,5,100,0.57277
8,6612,6000,2.76438,5,100,3.46115
8,6612,6300,0.018625,5,100,3.91002
8,6612,6600,0.019304,5,100,4.00933
8,6612,6900,0.0097183,5,100,4.19178
8,6612,7200,0.015639,5,100,4.31028
8,6612,7500,0.015227,5,100,5.34216
8,6612,7800,0.0048159,5,100,5.41516
8,6612,8100,0.009201,5,100,5.41516
8,6612,8400,0.0072939,5,100,5.41516
8,6612,8700,0.0084347,5,100,5.43041
8,6612,9000,0.005013,5,100,5.46781
8,6612,9300,0.01458,5,100,5.46781
8,6612,9600,0.0073428,5,100,5.46781
8,6612,9900,0.0038704,5,100,5.46781
8,6612,10200,0.013494,5,100,5.50276
